time [sec], accel [m/s^2]
2.637741350000000011e+02,-1.231335639953613281e+00
2.637791229999999700e+02,-2.153814077377319336e+00
2.637841199999999731e+02,5.097964406013488770e-01
2.637891529999999989e+02,1.383894681930541992e+00
2.637941389999999728e+02,-5.807178020477294922e-01
2.637991039999999998e+02,-2.523643732070922852e+00
2.638041010000000028e+02,-3.935353085398674011e-02
2.638090919999999642e+02,4.296169281005859375e-01
2.638140859999999748e+02,-5.244449377059936523e-01
2.638190809999999829e+02,-3.177041709423065186e-01
2.638240749999999935e+02,-8.775512129068374634e-02
2.638290709999999990e+02,-2.039057731628417969e+00
2.638340640000000121e+02,-9.011811614036560059e-01
2.638390589999999634e+02,1.677101850509643555e-01
2.638440539999999714e+02,-2.405133694410324097e-01
2.638490499999999770e+02,-9.557702541351318359e-01
2.638540519999999674e+02,-7.599003911018371582e-01
2.638590370000000007e+02,-1.396047353744506836e+00
2.638640310000000113e+02,-1.082960888743400574e-01
2.638690259999999626e+02,5.927285552024841309e-01
2.638740199999999732e+02,-4.900828897953033447e-01
2.638790270000000078e+02,-1.930032610893249512e+00
2.638840079999999944e+02,-1.464101821184158325e-01
2.638890049999999974e+02,3.799808323383331299e-01
2.638940000000000055e+02,-3.508968949317932129e-01
2.638989929999999617e+02,-2.763080038130283356e-02
2.639039869999999723e+02,1.542063951492309570e-01
2.639089819999999804e+02,-1.979107022285461426e+00
2.639139759999999910e+02,-3.165455460548400879e-01
2.639189709999999991e+02,1.211791396141052246e+00
2.639239650000000097e+02,-7.111154198646545410e-01
2.639289599999999609e+02,-2.825990676879882812e+00
2.639339539999999715e+02,1.547048240900039673e-01
2.639389489999999796e+02,4.929395616054534912e-01
2.639439439999999877e+02,-1.723639726638793945e+00
2.639489379999999983e+02,-5.505527853965759277e-01
2.639539320000000089e+02,1.215638756752014160e+00
2.639589269999999601e+02,-6.965588927268981934e-01
2.639639219999999682e+02,-1.123634099960327148e+00
2.639689159999999788e+02,-5.639088153839111328e-01
2.639739129999999818e+02,1.000726446509361267e-01
2.639789049999999975e+02,1.541117191314697266e+00
2.639839000000000055e+02,2.328234165906906128e-01
2.639888940000000161e+02,-3.828058958053588867e+00
2.639938879999999699e+02,-1.360000848770141602e+00
2.639988829999999780e+02,3.497093915939331055e+00
2.640038779999999861e+02,1.958262473344802856e-01
2.640088939999999980e+02,-4.825370311737060547e+00
2.640138670000000047e+02,-7.031328678131103516e-01
2.640188610000000153e+02,3.390498399734497070e+00
2.640238549999999691e+02,-1.382580637931823730e+00
2.640288519999999721e+02,-3.218009233474731445e+00
2.640338449999999852e+02,1.663484692573547363e+00
2.640388389999999958e+02,9.566786885261535645e-01
2.640438340000000039e+02,-1.790859937667846680e+00
2.640488290000000120e+02,-6.098228693008422852e-01
2.640538229999999658e+02,4.080132842063903809e-01
2.640588169999999764e+02,2.742092013359069824e-01
2.640638159999999743e+02,-2.504532337188720703e-01
2.640688069999999925e+02,-4.951998591423034668e-01
2.640738010000000031e+02,-1.174759387969970703e+00
2.640787950000000137e+02,3.965638875961303711e-01
2.640837899999999649e+02,8.422418832778930664e-01
2.640887849999999730e+02,-2.515333890914916992e+00
2.640937789999999836e+02,-2.197874546051025391e+00
2.640987900000000081e+02,2.488495588302612305e+00
2.641037709999999947e+02,4.825674593448638916e-01
2.641087630000000104e+02,-3.043155908584594727e+00
2.641137569999999641e+02,-4.398084878921508789e-01
2.641187519999999722e+02,2.292459726333618164e+00
2.641237459999999828e+02,-4.691913425922393799e-01
2.641287409999999909e+02,-9.715604186058044434e-01
2.641337379999999939e+02,-5.859813690185546875e-01
2.641387339999999995e+02,-9.803470969200134277e-01
2.641437239999999633e+02,-2.947278618812561035e-01
2.641487189999999714e+02,1.812549114227294922e+00
2.641537129999999820e+02,-1.892500638961791992e+00
2.641587079999999901e+02,-1.889801859855651855e+00
2.641637020000000007e+02,1.151456952095031738e+00
2.641686980000000062e+02,6.593634486198425293e-01
2.641736909999999625e+02,-2.199921607971191406e+00
2.641786859999999706e+02,-1.676093973219394684e-02
2.641837209999999914e+02,4.426034688949584961e-01
2.641886779999999817e+02,-1.566269993782043457e+00
2.641936689999999999e+02,-4.869731664657592773e-01
2.641986640000000079e+02,1.488165497779846191e+00
2.642036600000000135e+02,-1.279476165771484375e+00
2.642086529999999698e+02,-6.307210922241210938e-01
2.642136479999999779e+02,1.826562047004699707e+00
2.642186419999999885e+02,-2.644318640232086182e-01
2.642236359999999991e+02,-2.074633121490478516e+00
2.642286310000000071e+02,6.658826470375061035e-01
2.642336260000000152e+02,4.856618642807006836e-01
2.642386219999999639e+02,-2.482808589935302734e+00
2.642436159999999745e+02,-1.426263093948364258e+00
2.642486089999999876e+02,1.197425484657287598e+00
2.642536029999999982e+02,9.551391005516052246e-03
2.642586009999999987e+02,-9.163464903831481934e-01
2.642635919999999601e+02,-9.168361425399780273e-01
2.642685869999999682e+02,-1.246471628546714783e-01
2.642735950000000003e+02,1.020700573921203613e+00
2.642785759999999868e+02,3.525951802730560303e-01
2.642835709999999949e+02,-2.970769882202148438e+00
2.642885660000000030e+02,-1.268859028816223145e+00
2.642935600000000136e+02,2.198993921279907227e+00
2.642985549999999648e+02,8.678034543991088867e-01
2.643035489999999754e+02,-3.047664165496826172e+00
2.643085429999999860e+02,-2.205368578433990479e-01
2.643135379999999941e+02,1.318135499954223633e+00
2.643185320000000047e+02,-6.702817678451538086e-01
2.643235270000000128e+02,-1.063975930213928223e+00
2.643285209999999665e+02,8.792389631271362305e-01
2.643335149999999771e+02,-1.113041996955871582e+00
2.643385099999999852e+02,-1.970355749130249023e+00
2.643435049999999933e+02,-1.311051994562149048e-01
2.643484990000000039e+02,1.398922801017761230e+00
2.643534930000000145e+02,-2.487639784812927246e-01
2.643584910000000150e+02,-6.264491677284240723e-01
2.643634779999999864e+02,1.646572202444076538e-01
2.643684769999999844e+02,-4.021616876125335693e-01
2.643734719999999925e+02,3.401669859886169434e-02
2.643784660000000031e+02,4.944694638252258301e-01
2.643834610000000112e+02,-1.394658565521240234e+00
2.643884549999999649e+02,-2.090108633041381836e+00
2.643934499999999730e+02,-5.471184253692626953e-01
2.643984449999999811e+02,-3.180552124977111816e-01
2.644034379999999942e+02,-3.225363418459892273e-02
2.644084330000000023e+02,4.105650186538696289e-01
2.644134280000000103e+02,-1.958123326301574707e+00
2.644184219999999641e+02,-2.024644136428833008e+00
2.644234169999999722e+02,1.328188776969909668e+00
2.644284109999999828e+02,2.037082433700561523e+00
2.644334059999999909e+02,-2.122830390930175781e+00
2.644384019999999964e+02,-1.842209339141845703e+00
2.644433950000000095e+02,3.151966333389282227e-01
2.644484239999999886e+02,4.386448562145233154e-01
2.644533839999999714e+02,-8.035777807235717773e-01
2.644583779999999820e+02,9.714103490114212036e-02
2.644633729999999900e+02,-8.382040262222290039e-01
2.644683670000000006e+02,-2.975538372993469238e-01
2.644733620000000087e+02,-9.598851799964904785e-01
2.644783569999999600e+02,-7.432240843772888184e-01
2.644833509999999706e+02,-4.739100635051727295e-01
2.644883459999999786e+02,6.416213512420654297e-01
2.644933399999999892e+02,-1.011152505874633789e+00
2.644983339999999998e+02,-1.591124415397644043e+00
2.645033290000000079e+02,-2.360481768846511841e-01
2.645083229999999617e+02,1.442432403564453125e+00
2.645133179999999697e+02,4.824965298175811768e-01
2.645183119999999803e+02,-1.139837861061096191e+00
2.645233069999999884e+02,-9.086710810661315918e-01
2.645283009999999990e+02,3.106147944927215576e-01
2.645333009999999945e+02,4.160440564155578613e-01
2.645382910000000152e+02,-1.387865781784057617e+00
2.645432849999999689e+02,-2.435869455337524414e+00
2.645482789999999795e+02,7.832772135734558105e-01
2.645532739999999876e+02,4.118306338787078857e-01
2.645582679999999982e+02,-1.525515437126159668e+00
2.645632630000000063e+02,-1.143590927124023438e+00
2.645682580000000144e+02,6.330278515815734863e-01
2.645732519999999681e+02,-1.039580106735229492e+00
2.645782529999999610e+02,-1.692352145910263062e-01
2.645832409999999868e+02,2.140692770481109619e-01
2.645882369999999923e+02,-3.196455538272857666e-01
2.645932300000000055e+02,-8.526557683944702148e-01
2.645982240000000161e+02,9.406058788299560547e-01
2.646032189999999673e+02,-5.526317358016967773e-01
2.646082139999999754e+02,-3.388350903987884521e-01
2.646132099999999809e+02,5.730580687522888184e-01
2.646182029999999941e+02,-5.887634158134460449e-01
2.646232329999999706e+02,-1.001368641853332520e+00
2.646281920000000127e+02,1.339788198471069336e+00
2.646331859999999665e+02,1.751679927110671997e-01
2.646381809999999746e+02,-2.077555656433105469e+00
2.646431769999999801e+02,3.561507211998105049e-03
2.646481719999999882e+02,2.011818408966064453e+00
2.646531640000000039e+02,-9.664450883865356445e-01
2.646581590000000119e+02,-1.384803891181945801e+00
2.646631529999999657e+02,1.433223783969879150e-01
2.646681479999999738e+02,-8.345465064048767090e-01
2.646731419999999844e+02,-4.047551453113555908e-01
2.646781379999999899e+02,1.121201515197753906e+00
2.646831329999999980e+02,-2.220983505249023438e-01
2.646881260000000111e+02,-1.433454275131225586e+00
2.646931209999999624e+02,8.782386779785156250e-01
2.646981240000000071e+02,4.444828033447265625e-01
2.647031099999999810e+02,-9.158622622489929199e-01
2.647081039999999916e+02,5.629639700055122375e-02
2.647131180000000086e+02,9.442942738533020020e-01
2.647180930000000103e+02,-1.571337342262268066e+00
2.647230869999999641e+02,-8.684852719306945801e-01
2.647280819999999721e+02,1.766958117485046387e+00
2.647330759999999827e+02,-9.422119259834289551e-01
2.647380709999999908e+02,-2.614255666732788086e+00
2.647430659999999989e+02,1.021006107330322266e+00
2.647480630000000019e+02,1.394440650939941406e+00
2.647530570000000125e+02,-1.737104773521423340e+00
2.647580489999999713e+02,-5.394653081893920898e-01
2.647630439999999794e+02,1.291147708892822266e+00
2.647680379999999900e+02,6.486270427703857422e-01
2.647730329999999981e+02,-1.336913585662841797e+00
2.647780280000000062e+02,-1.277320742607116699e+00
2.647830219999999599e+02,1.297872066497802734e+00
2.647880159999999705e+02,6.899607181549072266e-01
2.647930129999999735e+02,-1.978127598762512207e+00
2.647980129999999690e+02,-2.049401283264160156e+00
2.648030099999999720e+02,2.127818584442138672e+00
2.648079960000000028e+02,5.121030211448669434e-01
2.648129890000000159e+02,-3.539622068405151367e+00
2.648179829999999697e+02,-1.082420945167541504e+00
2.648229779999999778e+02,3.795346498489379883e+00
2.648279719999999884e+02,-8.361445665359497070e-01
2.648329669999999965e+02,-3.112956047058105469e+00
2.648379610000000071e+02,7.050254344940185547e-01
2.648429590000000076e+02,2.356276750564575195e+00
2.648479499999999689e+02,-2.204274892807006836e+00
2.648529449999999770e+02,-2.126542806625366211e+00
2.648579389999999876e+02,9.850507378578186035e-01
2.648629339999999956e+02,1.648498535156250000e+00
2.648679280000000063e+02,-2.138187170028686523e+00
2.648729230000000143e+02,-1.521845221519470215e+00
2.648779179999999656e+02,4.459174573421478271e-01
2.648829119999999762e+02,8.929284811019897461e-01
2.648879489999999919e+02,-1.862091183662414551e+00
2.648929009999999948e+02,-1.248342394828796387e+00
2.648978960000000029e+02,1.447811841964721680e+00
2.649028900000000135e+02,7.553879618644714355e-01
2.649078849999999647e+02,-2.954244852066040039e+00
2.649128789999999753e+02,-3.484597802162170410e-01
2.649178729999999860e+02,2.018457412719726562e+00
2.649228679999999940e+02,-5.519182682037353516e-01
2.649278620000000046e+02,-1.888808369636535645e+00
2.649328570000000127e+02,-6.098717823624610901e-02
2.649378519999999639e+02,-1.079049944877624512e+00
2.649428459999999745e+02,-5.145977139472961426e-01
2.649478409999999826e+02,6.404063105583190918e-01
2.649528349999999932e+02,-2.470632046461105347e-01
2.649578290000000038e+02,-2.431698799133300781e+00
2.649628240000000119e+02,4.084523916244506836e-01
2.649678189999999631e+02,-2.681628987193107605e-02
2.649728129999999737e+02,-5.353570580482482910e-01
2.649778220000000033e+02,-8.258268237113952637e-02
2.649828019999999924e+02,-3.661738932132720947e-01
2.649877970000000005e+02,-1.511159062385559082e+00
2.649927910000000111e+02,9.296134710311889648e-01
2.649977859999999623e+02,-2.666720747947692871e-01
2.650027799999999729e+02,-1.632230758666992188e+00
2.650077749999999810e+02,8.500560522079467773e-01
2.650127689999999916e+02,8.357589244842529297e-01
2.650177639999999997e+02,-3.675243377685546875e+00
2.650227620000000002e+02,-9.488894939422607422e-01
2.650277529999999615e+02,2.348858833312988281e+00
2.650327469999999721e+02,-7.946023344993591309e-01
2.650377419999999802e+02,-2.183826446533203125e+00
2.650427379999999857e+02,1.810022443532943726e-01
2.650477349999999888e+02,3.186698555946350098e-01
2.650527250000000095e+02,-2.209112495183944702e-01
2.650577199999999607e+02,-1.775477647781372070e+00
2.650627179999999612e+02,-6.870260238647460938e-01
2.650677129999999693e+02,2.073746442794799805e+00
2.650727029999999900e+02,-1.031043887138366699e+00
2.650776979999999980e+02,-4.786246776580810547e+00
2.650826950000000011e+02,2.032311677932739258e+00
2.650876869999999599e+02,3.759807348251342773e+00
2.650926829999999654e+02,-3.595406532287597656e+00
2.650976759999999786e+02,-4.159006118774414062e+00
2.651026699999999892e+02,2.903921127319335938e+00
2.651077109999999948e+02,1.278356671333312988e+00
2.651126570000000129e+02,-3.995925903320312500e+00
2.651176540000000159e+02,-2.033457279205322266e+00
2.651226479999999697e+02,2.876640796661376953e+00
2.651276449999999727e+02,-5.568618774414062500e-01
2.651326369999999883e+02,-4.171811103820800781e+00
2.651376319999999964e+02,-7.545922398567199707e-01
2.651426260000000070e+02,4.446186542510986328e+00
2.651476220000000126e+02,-1.208681702613830566e+00
2.651526169999999638e+02,-5.968053817749023438e+00
2.651576099999999769e+02,5.491315722465515137e-01
2.651626129999999648e+02,4.843046188354492188e+00
2.651675989999999956e+02,-2.776694774627685547e+00
2.651725940000000037e+02,-4.131703376770019531e+00
2.651775880000000143e+02,2.097676038742065430e+00
2.651825819999999680e+02,1.680681109428405762e+00
2.651875769999999761e+02,-3.136206150054931641e+00
2.651925719999999842e+02,-1.480328917503356934e+00
2.651975869999999986e+02,5.267689228057861328e-01
2.652025620000000004e+02,3.952877596020698547e-02
2.652075550000000135e+02,-2.468849182128906250e+00
2.652125499999999647e+02,-2.079721212387084961e+00
2.652175439999999753e+02,9.209018349647521973e-01
2.652225379999999859e+02,1.682975888252258301e+00
2.652275329999999940e+02,-3.422948122024536133e+00
2.652325280000000021e+02,-2.279857158660888672e+00
2.652375220000000127e+02,2.161653280258178711e+00
2.652425169999999639e+02,2.262466847896575928e-01
2.652475119999999720e+02,-3.277157545089721680e+00
2.652525059999999826e+02,2.315545082092285156e-01
2.652575019999999881e+02,-4.243487119674682617e-01
2.652624950000000013e+02,-1.978519201278686523e+00
2.652674890000000119e+02,-1.051302671432495117e+00
2.652724839999999631e+02,3.733610808849334717e-01
2.652774779999999737e+02,-1.523583650588989258e+00
2.652824759999999742e+02,-9.978797435760498047e-01
2.652874709999999823e+02,-7.294385433197021484e-01
2.652924620000000004e+02,1.025553122162818909e-01
2.652974560000000110e+02,1.879132241010665894e-01
2.653024519999999598e+02,-1.389741897583007812e+00
2.653074449999999729e+02,-2.232033967971801758e+00
2.653124399999999810e+02,1.061117529869079590e+00
2.653174349999999890e+02,1.243957430124282837e-01
2.653224289999999996e+02,-2.529261827468872070e+00
2.653274230000000102e+02,-8.769188523292541504e-01
2.653324179999999615e+02,1.333128929138183594e+00
2.653374119999999721e+02,-2.631204128265380859e+00
2.653424069999999801e+02,-3.333079814910888672e+00
2.653474009999999907e+02,1.441451191902160645e+00
2.653523959999999988e+02,1.696506142616271973e+00
2.653573900000000094e+02,-3.049012899398803711e+00
2.653623849999999607e+02,-3.812026739120483398e+00
2.653673799999999687e+02,-4.102301895618438721e-01
2.653724119999999971e+02,2.625457048416137695e+00
2.653773679999999899e+02,2.507022917270660400e-01
2.653823629999999980e+02,-3.855864763259887695e+00
2.653873570000000086e+02,-1.443174123764038086e+00
2.653923519999999598e+02,2.766212224960327148e+00
2.653973469999999679e+02,-6.697329878807067871e-01
2.654023409999999785e+02,-2.844021558761596680e+00
2.654073349999999891e+02,-1.946973651647567749e-01
2.654123299999999972e+02,4.406275749206542969e-01
2.654173240000000078e+02,-2.043042421340942383e+00
2.654223190000000159e+02,-9.380351305007934570e-01
2.654273149999999646e+02,4.424541890621185303e-01
2.654323079999999777e+02,-8.808177709579467773e-02
2.654373019999999883e+02,-7.019457817077636719e-01
2.654422969999999964e+02,-1.457666516304016113e+00
2.654472920000000045e+02,-1.647570610046386719e+00
2.654522860000000151e+02,2.116568803787231445e+00
2.654572809999999663e+02,2.932988703250885010e-01
2.654622899999999959e+02,-3.475246906280517578e+00
2.654672759999999698e+02,-1.274178028106689453e+00
2.654722649999999931e+02,1.878830790519714355e+00
2.654772580000000062e+02,-1.072019040584564209e-01
2.654822550000000092e+02,-2.108078002929687500e+00
2.654872479999999655e+02,-1.158443093299865723e+00
2.654922419999999761e+02,-8.112828135490417480e-01
2.654972359999999867e+02,-1.030512452125549316e-01
2.655022349999999847e+02,-7.640667259693145752e-02
2.655072289999999953e+02,-2.588000059127807617e+00
2.655122230000000059e+02,-1.914927363395690918e+00
2.655172180000000139e+02,3.075845718383789062e+00
2.655222569999999678e+02,7.994601130485534668e-01
2.655272539999999708e+02,-4.669272899627685547e+00
2.655322400000000016e+02,-2.533290386199951172e+00
2.655372399999999971e+02,3.211733341217041016e+00
2.655422249999999735e+02,4.774335622787475586e-01
2.655472199999999816e+02,-3.391955137252807617e+00
2.655522229999999695e+02,-1.327208638191223145e+00
2.655572009999999636e+02,9.011062383651733398e-01
2.655621929999999793e+02,-3.734244704246520996e-01
2.655671800000000076e+02,-2.332193136215209961e+00
2.655721770000000106e+02,-1.501913547515869141e+00
2.655771659999999770e+02,1.855325579643249512e+00
2.655821619999999825e+02,2.714519500732421875e-01
2.655871520000000032e+02,-4.552080631256103516e+00
2.655921470000000113e+02,-2.114089012145996094e+00
2.655971379999999726e+02,2.223448038101196289e+00
2.656021289999999908e+02,7.609776258468627930e-01
2.656071269999999913e+02,-2.827524423599243164e+00
2.656121119999999678e+02,-2.156588554382324219e+00
2.656171039999999834e+02,5.694188475608825684e-01
2.656221029999999814e+02,3.468829989433288574e-01
2.656270900000000097e+02,-1.209126353263854980e+00
2.656320920000000001e+02,-1.048539280891418457e+00
2.656371249999999691e+02,-1.426418781280517578e+00
2.656421199999999772e+02,-1.582803606986999512e+00
2.656470729999999776e+02,5.720041394233703613e-01
2.656520679999999857e+02,4.138507843017578125e-01
2.656570609999999988e+02,-1.274480223655700684e+00
2.656620550000000094e+02,-3.138134956359863281e+00
2.656670499999999606e+02,-6.607646942138671875e-01
2.656720439999999712e+02,8.229110836982727051e-01
2.656770389999999793e+02,8.256015777587890625e-01
2.656820329999999899e+02,-1.777633547782897949e+00
2.656870309999999904e+02,-2.208034753799438477e+00
2.656920230000000060e+02,-1.098030880093574524e-01
2.656970169999999598e+02,1.013618111610412598e+00
2.657020119999999679e+02,-2.400522232055664062e+00
2.657070059999999785e+02,2.931410260498523712e-02
2.657120019999999840e+02,-2.512969076633453369e-01
2.657169959999999946e+02,-1.551806449890136719e+00
2.657219890000000078e+02,-1.420456528663635254e+00
2.657270039999999653e+02,6.311551928520202637e-01
2.657319799999999645e+02,-1.277510643005371094e+00
2.657369769999999676e+02,-1.218634605407714844e+00
2.657419679999999858e+02,-9.258687496185302734e-01
2.657469619999999964e+02,-5.782632231712341309e-01
2.657519570000000044e+02,-1.302835702896118164e+00
2.657569510000000150e+02,1.329567074775695801e+00
2.657619449999999688e+02,-3.648933768272399902e-01
2.657669399999999769e+02,-1.487264156341552734e+00
2.657719349999999849e+02,-1.773077100515365601e-01
2.657769289999999955e+02,4.047924876213073730e-01
2.657819240000000036e+02,-1.753010988235473633e+00
2.657869180000000142e+02,3.026035055518150330e-02
2.657919129999999655e+02,-7.805033326148986816e-01
2.657969069999999761e+02,-2.282680034637451172e+00
2.658019019999999841e+02,-9.844880104064941406e-01
2.658068959999999947e+02,1.035442590713500977e+00
2.658119340000000079e+02,-1.683992624282836914e+00
2.658168850000000134e+02,-2.109731912612915039e+00
2.658218799999999646e+02,7.357875108718872070e-01
2.658268739999999752e+02,7.030873894691467285e-01
2.658318679999999858e+02,-1.395881056785583496e+00
2.658368649999999889e+02,-4.860472083091735840e-01
2.658418580000000020e+02,-1.846281409263610840e+00
2.658468520000000126e+02,-6.849306225776672363e-01
2.658518469999999638e+02,1.407432079315185547e+00
2.658568409999999744e+02,-2.987499237060546875e-01
2.658618359999999825e+02,-3.798803806304931641e+00
2.658668299999999931e+02,-3.668273389339447021e-01
2.658718250000000012e+02,1.322546362876892090e+00
2.658768220000000042e+02,-4.190311431884765625e-01
2.658818139999999630e+02,-1.898094534873962402e+00
2.658868109999999660e+02,-7.653645873069763184e-01
2.658918029999999817e+02,-1.481304049491882324e+00
2.658967969999999923e+02,2.603382766246795654e-01
2.659018059999999650e+02,4.925423562526702881e-01
2.659067860000000110e+02,-1.406653881072998047e+00
2.659117830000000140e+02,-1.763721108436584473e+00
2.659167749999999728e+02,1.842550992965698242e+00
2.659217699999999809e+02,-9.668515622615814209e-02
2.659267639999999915e+02,-1.964361310005187988e+00
2.659317589999999996e+02,-5.278117656707763672e-01
2.659367530000000102e+02,7.866092920303344727e-01
2.659417479999999614e+02,-1.486795306205749512e+00
2.659467429999999695e+02,-1.432926505804061890e-01
2.659517389999999750e+02,-1.288327574729919434e+00
2.659567369999999755e+02,-1.378566622734069824e+00
2.659617299999999886e+02,-1.873483657836914062e-01
2.659667200000000093e+02,9.783450365066528320e-01
2.659717149999999606e+02,-1.538502693176269531e+00
2.659767089999999712e+02,-1.313972473144531250e+00
2.659817099999999641e+02,8.046294003725051880e-02
2.659867489999999748e+02,-2.429528534412384033e-01
2.659916949999999929e+02,-2.309800982475280762e-01
2.659966880000000060e+02,-1.904499903321266174e-02
2.660016819999999598e+02,-1.114931464195251465e+00
2.660066759999999704e+02,-1.171095013618469238e+00
2.660116709999999784e+02,-4.329505562782287598e-01
2.660166669999999840e+02,-2.203612029552459717e-01
2.660216599999999971e+02,-1.369783729314804077e-01
2.660266540000000077e+02,-6.159628033638000488e-01
2.660316490000000158e+02,-1.192077994346618652e+00
2.660366429999999696e+02,-3.728916347026824951e-01
2.660416379999999776e+02,7.838180065155029297e-01
2.660466329999999857e+02,-9.573807716369628906e-01
2.660516279999999938e+02,-2.762972354888916016e+00
2.660566210000000069e+02,6.728672981262207031e-01
2.660616160000000150e+02,1.670250058174133301e+00
2.660666099999999687e+02,-7.942424416542053223e-01
2.660716049999999768e+02,-3.665829896926879883e+00
2.660766209999999887e+02,8.059013634920120239e-02
2.660815939999999955e+02,2.835351228713989258e+00
2.660865919999999960e+02,-5.858732014894485474e-02
2.660915830000000142e+02,-2.338859558105468750e+00
2.660965769999999679e+02,-2.031159400939941406e+00
2.661015719999999760e+02,-3.334236145019531250e-01
2.661065669999999841e+02,7.149809598922729492e-01
2.661115609999999947e+02,1.248358011245727539e+00
2.661165560000000028e+02,-2.865635871887207031e+00
2.661215500000000134e+02,-2.309849500656127930e+00
2.661265459999999621e+02,2.565315365791320801e-01
2.661315389999999752e+02,1.201169013977050781e+00
2.661365339999999833e+02,-3.262793421745300293e-01
2.661415279999999939e+02,-3.427562117576599121e-01
2.661465230000000020e+02,-1.294551968574523926e+00
2.661515170000000126e+02,-9.022485017776489258e-01
2.661565150000000131e+02,1.015011906623840332e+00
2.661615539999999669e+02,2.538838386535644531e-01
2.661665029999999774e+02,-2.808958053588867188e+00
2.661714949999999931e+02,-8.600581884384155273e-01
2.661764900000000011e+02,1.644116878509521484e+00
2.661814840000000117e+02,9.836174845695495605e-01
2.661864789999999630e+02,-2.915462970733642578e+00
2.661914729999999736e+02,-2.132919311523437500e+00
2.661964679999999817e+02,8.758695125579833984e-01
2.662014629999999897e+02,2.327583789825439453e+00
2.662064570000000003e+02,-6.850537061691284180e-01
2.662114510000000109e+02,-3.734206914901733398e+00
2.662164459999999622e+02,-1.221111178398132324e+00
2.662214399999999728e+02,3.506372213363647461e+00
2.662264339999999834e+02,4.198785722255706787e-01
2.662314289999999914e+02,-3.123849630355834961e+00
2.662364239999999995e+02,-1.726914525032043457e+00
2.662414180000000101e+02,2.952789545059204102e+00
2.662464129999999614e+02,-1.123163819313049316e+00
2.662514370000000099e+02,-2.077469110488891602e+00
2.662564019999999800e+02,-5.469909310340881348e-01
2.662613989999999831e+02,4.115721583366394043e-01
2.662663909999999987e+02,5.015354230999946594e-02
2.662713850000000093e+02,-1.787757873535156250e+00
2.662763820000000123e+02,-1.331921696662902832e+00
2.662813759999999661e+02,7.356141209602355957e-01
2.662863689999999792e+02,8.175246119499206543e-01
2.662913629999999898e+02,-1.555491209030151367e+00
2.662963679999999727e+02,-1.816750764846801758e+00
2.663013520000000085e+02,8.535428643226623535e-01
2.663063469999999597e+02,8.590677976608276367e-01
2.663113419999999678e+02,-8.724834918975830078e-01
2.663163419999999633e+02,-6.076069474220275879e-01
2.663213299999999890e+02,1.453448772430419922e+00
2.663263249999999971e+02,-3.293329775333404541e-01
2.663313190000000077e+02,-2.356547355651855469e+00
2.663363140000000158e+02,-1.309040546417236328e+00
2.663413079999999695e+02,1.195965409278869629e+00
2.663463029999999776e+02,6.707765460014343262e-01
2.663512969999999882e+02,-9.488978385925292969e-01
2.663562919999999963e+02,-3.721586465835571289e+00
2.663612860000000069e+02,-1.290128707885742188e+00
2.663662840000000074e+02,2.524754762649536133e+00
2.663712749999999687e+02,1.994794487953186035e+00
2.663762719999999717e+02,-1.399028182029724121e+00
2.663813089999999875e+02,-3.519033670425415039e+00
2.663862599999999929e+02,-1.543147265911102295e-01
2.663912559999999985e+02,1.494440913200378418e+00
2.663962480000000141e+02,1.791269898414611816e+00
2.664012419999999679e+02,-2.577085733413696289e+00
2.664062369999999760e+02,-2.169388055801391602e+00
2.664112319999999841e+02,4.991108179092407227e-02
2.664162259999999947e+02,2.070994615554809570e+00
2.664212220000000002e+02,-3.965424597263336182e-01
2.664262219999999957e+02,-1.621140718460083008e+00
2.664312089999999671e+02,-2.258438169956207275e-01
2.664362039999999752e+02,-1.356252431869506836e-01
2.664411989999999832e+02,7.551732063293457031e-01
2.664461929999999938e+02,5.845874547958374023e-01
2.664511870000000044e+02,-1.105274915695190430e+00
2.664561820000000125e+02,-1.559925317764282227e+00
2.664611790000000155e+02,2.715249955654144287e-01
2.664661709999999744e+02,9.060426354408264160e-01
2.664711849999999913e+02,-3.390955924987792969e-01
2.664761609999999905e+02,1.510403398424386978e-02
2.664811559999999986e+02,-1.152353048324584961e+00
2.664861490000000117e+02,-6.274905204772949219e-01
2.664911429999999655e+02,3.311592340469360352e-01
2.664961399999999685e+02,1.946610659360885620e-01
2.665011329999999816e+02,-7.241710424423217773e-01
2.665061279999999897e+02,-1.161210983991622925e-01
2.665111220000000003e+02,5.303335189819335938e-01
2.665161160000000109e+02,-1.116703271865844727e+00
2.665211099999999647e+02,-2.013000249862670898e+00
2.665261110000000144e+02,9.766794443130493164e-01
2.665311140000000023e+02,1.536010146141052246e+00
2.665360949999999889e+02,-1.870636940002441406e+00
2.665410889999999995e+02,-1.797672271728515625e+00
2.665460830000000101e+02,7.310463786125183105e-01
2.665510810000000106e+02,1.748946428298950195e+00
2.665560759999999618e+02,5.057397112250328064e-02
2.665610709999999699e+02,-2.062641859054565430e+00
2.665660609999999906e+02,-1.872765421867370605e+00
2.665710559999999987e+02,1.028444290161132812e+00
2.665760500000000093e+02,3.060211658477783203e+00
2.665810460000000148e+02,-1.409042716026306152e+00
2.665860389999999711e+02,-3.284266471862792969e+00
2.665910339999999792e+02,2.090319842100143433e-01
2.665960289999999873e+02,1.014619350433349609e+00
2.666010229999999979e+02,3.846752345561981201e-01
2.666060190000000034e+02,-5.154699087142944336e-01
